departamento,municipio,año,periodo,areaSembradaHa,areaCosechadaHa,produccionT,cicloDeCultivo
CAUCA,SUCRE,2010,2010,958,836,387,PERMANENTE
ANTIOQUIA,CIUDAD BOLIVAR,2007,2007,9680,8510,9935,PERMANENTE
ANTIOQUIA,ANDES,2007,2007,8696,8484,13574,PERMANENTE
ANTIOQUIA,SALGAR,2007,2007,6011,4200,4720,PERMANENTE
ANTIOQUIA,CONCORDIA,2007,2007,5578,5012,6182,PERMANENTE
ANTIOQUIA,BETANIA,2007,2007,5439,5439,5482,PERMANENTE
ANTIOQUIA,BETULIA,2007,2007,4845,4532,4826,PERMANENTE
ANTIOQUIA,ABEJORRAL,2007,2007,4067,3819,2329,PERMANENTE
ANTIOQUIA,SONSON,2007,2007,3660,3000,3600,PERMANENTE
ANTIOQUIA,ITUANGO,2007,2007,3067,2873,3110,PERMANENTE
ANTIOQUIA,NARIÑO,2007,2007,2973,2653,2643,PERMANENTE
ANTIOQUIA,TAMESIS,2007,2007,2657,1519,1702,PERMANENTE
ANTIOQUIA,CAÑASGORDAS,2007,2007,2545,2447,1175,PERMANENTE
ANTIOQUIA,FREDONIA,2007,2007,2497,2197,2856,PERMANENTE
ANTIOQUIA,JARDIN,2007,2007,2348,2348,3170,PERMANENTE
ANTIOQUIA,EBEJICO,2007,2007,2015,1200,1344,PERMANENTE
ANTIOQUIA,DABEIBA,2007,2007,2000,1864,1864,PERMANENTE
ANTIOQUIA,JERICO,2007,2007,2000,1810,2244,PERMANENTE
ANTIOQUIA,ARGELIA,2007,2007,1800,1800,1800,PERMANENTE
ANTIOQUIA,YOLOMBO,2007,2007,1800,1700,1360,PERMANENTE
ANTIOQUIA,SAN CARLOS,2007,2007,1627,1627,1464,PERMANENTE
ANTIOQUIA,PUEBLO RICO,2007,2007,1623,1430,1287,PERMANENTE
ANTIOQUIA,AMALFI,2007,2007,1552,1432,1439,PERMANENTE
ANTIOQUIA,SANTAFE DE ANTIOQUIA,2007,2007,1524,1407,1896,PERMANENTE
ANTIOQUIA,COCORNA,2007,2007,1510,1473,1473,PERMANENTE
ANTIOQUIA,MONTEBELLO,2007,2007,1510,1450,1450,PERMANENTE
ANTIOQUIA,SANTA BARBARA,2007,2007,1400,1317,1377,PERMANENTE
ANTIOQUIA,SANTO DOMINGO,2007,2007,1334,1249,1499,PERMANENTE
ANTIOQUIA,CAICEDO,2007,2007,1299,1195,1193,PERMANENTE
ANTIOQUIA,HELICONIA,2007,2007,1264,960,864,PERMANENTE
ANTIOQUIA,FRONTINO,2007,2007,1260,1260,1260,PERMANENTE
ANTIOQUIA,SAN RAFAEL,2007,2007,1260,1260,1260,PERMANENTE
ANTIOQUIA,LIBORINA,2007,2007,1250,1250,1375,PERMANENTE
ANTIOQUIA,ANGOSTURA,2007,2007,1240,1180,1180,PERMANENTE
ANTIOQUIA,PEQUE,2007,2007,1233,909,1045,PERMANENTE
ANTIOQUIA,URAMITA,2007,2007,1206,1176,729,PERMANENTE
ANTIOQUIA,ANZA,2007,2007,1200,1140,1311,PERMANENTE
ANTIOQUIA,SAN ROQUE,2007,2007,1151,1072,1093,PERMANENTE
ANTIOQUIA,URRAO,2007,2007,1145,1030,1030,PERMANENTE
ANTIOQUIA,BARBOSA,2007,2007,1131,711,924,PERMANENTE
ANTIOQUIA,SABANALARGA,2007,2007,1105,1096,1057,PERMANENTE
ANTIOQUIA,CARAMANTA,2007,2007,1089,1039,962,PERMANENTE
ANTIOQUIA,MEDELLIN,2007,2007,1078,1027,822,PERMANENTE
ANTIOQUIA,TARSO,2007,2007,1041,951,1142,PERMANENTE
ANTIOQUIA,SOPETRAN,2007,2007,1038,978,1174,PERMANENTE
ANTIOQUIA,GRANADA,2007,2007,926,853,640,PERMANENTE
ANTIOQUIA,BURITICA,2007,2007,906,856,719,PERMANENTE
ANTIOQUIA,AMAGA,2007,2007,832,785,570,PERMANENTE
ANTIOQUIA,ARMENIA,2007,2007,788,769,865,PERMANENTE
ANTIOQUIA,HISPANIA,2007,2007,769,448,433,PERMANENTE
ANTIOQUIA,GOMEZ PLATA,2007,2007,755,691,777,PERMANENTE
ANTIOQUIA,SAN ANDRES,2007,2007,739,626,508,PERMANENTE
ANTIOQUIA,ALEJANDRIA,2007,2007,739,733,733,PERMANENTE
ANTIOQUIA,VALPARAISO,2007,2007,721,660,734,PERMANENTE
ANTIOQUIA,VENECIA,2007,2007,711,653,586,PERMANENTE
ANTIOQUIA,GIRALDO,2007,2007,659,582,698,PERMANENTE
ANTIOQUIA,SAN JERONIMO,2007,2007,657,622,529,PERMANENTE
ANTIOQUIA,GUADALUPE,2007,2007,622,577,519,PERMANENTE
ANTIOQUIA,TITIRIBI,2007,2007,613,569,780,PERMANENTE
ANTIOQUIA,SANTA ROSA DE OSOS,2007,2007,610,610,620,PERMANENTE
ANTIOQUIA,ANGELOPOLIS,2007,2007,600,600,480,PERMANENTE
ANTIOQUIA,LA CEJA,2007,2007,587,559,627,PERMANENTE
ANTIOQUIA,VEGACHI,2007,2007,530,516,619,PERMANENTE
ANTIOQUIA,TOLEDO,2007,2007,498,289,232,PERMANENTE
ANTIOQUIA,PEÑOL,2007,2007,480,480,472,PERMANENTE
ANTIOQUIA,SAN FRANCISCO,2007,2007,476,476,417,PERMANENTE
ANTIOQUIA,CARMEN DE VIBORAL,2007,2007,470,470,329,PERMANENTE
ANTIOQUIA,YARUMAL,2007,2007,404,350,350,PERMANENTE
ANTIOQUIA,GIRARDOTA,2007,2007,379,379,426,PERMANENTE
ANTIOQUIA,SAN LUIS,2007,2007,330,320,176,PERMANENTE
ANTIOQUIA,BRICEÑO,2007,2007,310,60,53,PERMANENTE
ANTIOQUIA,OLAYA,2007,2007,310,270,117,PERMANENTE
ANTIOQUIA,RETIRO,2007,2007,277,236,306,PERMANENTE
ANTIOQUIA,CISNEROS,2007,2007,259,231,231,PERMANENTE
ANTIOQUIA,CAMPAMENTO,2007,2007,250,248,226,PERMANENTE
ANTIOQUIA,MACEO,2007,2007,243,243,109,PERMANENTE
ANTIOQUIA,CALDAS,2007,2007,230,230,214,PERMANENTE
ANTIOQUIA,YALI,2007,2007,218,128,64,PERMANENTE
ANTIOQUIA,ANORI,2007,2007,214,194,217,PERMANENTE
ANTIOQUIA,BELLO,2007,2007,208,202,182,PERMANENTE
ANTIOQUIA,DON MATIAS,2007,2007,174,170,213,PERMANENTE
ANTIOQUIA,SABANETA,2007,2007,151,121,118,PERMANENTE
ANTIOQUIA,COPACABANA,2007,2007,142,142,99,PERMANENTE
ANTIOQUIA,ABRIAQUI,2007,2007,135,135,81,PERMANENTE
ANTIOQUIA,CONCEPCION,2007,2007,114,98,97,PERMANENTE
ANTIOQUIA,LA ESTRELLA,2007,2007,76,47,38,PERMANENTE
ANTIOQUIA,GUATAPE,2007,2007,45,45,46,PERMANENTE
ANTIOQUIA,CARACOLI,2007,2007,35,35,17,PERMANENTE
ANTIOQUIA,MARINILLA,2007,2007,15,12,12,PERMANENTE
BOLIVAR,SANTA ROSA DEL SUR,2007,2007,690,490,441,PERMANENTE
BOLIVAR,TIQUISIO,2007,2007,12,12,5,PERMANENTE
BOYACA,MONIQUIRA,2007,2007,2650,2350,2350,PERMANENTE
BOYACA,ZETAQUIRA,2007,2007,919,854,640,PERMANENTE
BOYACA,MIRAFLORES,2007,2007,750,692,519,PERMANENTE
BOYACA,TOGUI,2007,2007,750,700,700,PERMANENTE
BOYACA,SAN JOSE DE PARE,2007,2007,680,650,650,PERMANENTE
BOYACA,LABRANZAGRANDE,2007,2007,600,600,420,PERMANENTE
BOYACA,SANTANA,2007,2007,600,600,360,PERMANENTE
BOYACA,CHITARAQUE,2007,2007,585,485,485,PERMANENTE
BOYACA,MARIPI,2007,2007,523,408,286,PERMANENTE
BOYACA,BERBEO,2007,2007,507,507,380,PERMANENTE
BOYACA,BRICEÑO,2007,2007,480,420,292,PERMANENTE
BOYACA,BUENAVISTA,2007,2007,470,350,230,PERMANENTE
BOYACA,COPER,2007,2007,385,290,185,PERMANENTE
BOYACA,PAUNA,2007,2007,385,360,360,PERMANENTE
BOYACA,GUAYATA,2007,2007,297,295,355,PERMANENTE
BOYACA,LA VICTORIA,2007,2007,270,260,229,PERMANENTE
BOYACA,SAN PABLO DE BORBUR,2007,2007,220,200,120,PERMANENTE
BOYACA,TUNUNGUA,2007,2007,216,200,140,PERMANENTE
BOYACA,PISBA,2007,2007,190,85,106,PERMANENTE
BOYACA,PAEZ,2007,2007,175,175,140,PERMANENTE
BOYACA,PAYA,2007,2007,170,150,85,PERMANENTE
BOYACA,PACHAVITA,2007,2007,141,131,104,PERMANENTE
BOYACA,OTANCHE,2007,2007,134,120,90,PERMANENTE
BOYACA,SAN EDUARDO,2007,2007,130,127,119,PERMANENTE
BOYACA,SAN MATEO,2007,2007,100,100,100,PERMANENTE
BOYACA,TENZA,2007,2007,62,60,54,PERMANENTE
BOYACA,CHINAVITA,2007,2007,55,25,23,PERMANENTE
BOYACA,QUIPAMA,2007,2007,55,34,32,PERMANENTE
BOYACA,PAJARITO,2007,2007,47,35,46,PERMANENTE
BOYACA,MUZO,2007,2007,45,39,39,PERMANENTE
BOYACA,SOMONDOCO,2007,2007,39,33,17,PERMANENTE
BOYACA,ALMEIDA,2007,2007,18,18,7,PERMANENTE
BOYACA,SANTA MARIA,2007,2007,10,5,5,PERMANENTE
BOYACA,SOCOTA,2007,2007,10,5,5,PERMANENTE
BOYACA,SANTA SOFIA,2007,2007,9,7,8,PERMANENTE
BOYACA,SUTATENZA,2007,2007,4,4,2,PERMANENTE
BOYACA,CHIVOR,2007,2007,1,1,1,PERMANENTE
CALDAS,MANIZALES,2007,2007,9268,6424,10848,PERMANENTE
CALDAS,ANSERMA,2007,2007,7125,5485,7131,PERMANENTE
CALDAS,PENSILVANIA,2007,2007,5931,5900,5908,PERMANENTE
CALDAS,CHINCHINA,2007,2007,5632,5631,9203,PERMANENTE
CALDAS,PALESTINA,2007,2007,4777,4400,6160,PERMANENTE
CALDAS,SAMANA,2007,2007,4628,4500,4153,PERMANENTE
CALDAS,AGUADAS,2007,2007,4626,4173,4063,PERMANENTE
CALDAS,MARQUETALIA,2007,2007,4621,4178,4471,PERMANENTE
CALDAS,NEIRA,2007,2007,4332,4000,4326,PERMANENTE
CALDAS,PACORA,2007,2007,4010,4000,4182,PERMANENTE
CALDAS,MANZANARES,2007,2007,3984,3731,3743,PERMANENTE
CALDAS,RIOSUCIO,2007,2007,3781,3695,3111,PERMANENTE
CALDAS,RISARALDA,2007,2007,3772,2750,3575,PERMANENTE
CALDAS,BELALCAZAR,2007,2007,3734,3196,3835,PERMANENTE
CALDAS,SALAMINA,2007,2007,3064,2900,2716,PERMANENTE
CALDAS,FILADELFIA,2007,2007,2787,2604,3162,PERMANENTE
CALDAS,ARANZAZU,2007,2007,2597,2222,2254,PERMANENTE
CALDAS,SAN JOSE,2007,2007,2264,2050,2253,PERMANENTE
CALDAS,SUPIA,2007,2007,2021,1920,1938,PERMANENTE
CALDAS,VILLAMARIA,2007,2007,1788,1593,2508,PERMANENTE
CALDAS,LA MERCED,2007,2007,1321,1219,1257,PERMANENTE
CALDAS,MARMATO,2007,2007,859,699,745,PERMANENTE
CALDAS,VITERBO,2007,2007,746,670,782,PERMANENTE
CALDAS,VICTORIA,2007,2007,425,248,343,PERMANENTE
CALDAS,MARULANDA,2007,2007,210,205,148,PERMANENTE
CAQUETA,PUERTO RICO,2007,2007,970,890,805,PERMANENTE
CAQUETA,FLORENCIA,2007,2007,681,542,488,PERMANENTE
CAQUETA,SAN VICENTE DEL CAGUAN,2007,2007,518,389,406,PERMANENTE
CAQUETA,EL DONCELLO,2007,2007,326,248,223,PERMANENTE
CAQUETA,MONTAÑITA,2007,2007,165,129,129,PERMANENTE
CAQUETA,EL PAUJIL,2007,2007,127,97,83,PERMANENTE
CASANARE,TAMARA,2007,2007,2182,2113,1700,PERMANENTE
CASANARE,NUNCHIA,2007,2007,315,270,184,PERMANENTE
CASANARE,LA SALINA,2007,2007,80,73,58,PERMANENTE
CASANARE,SACAMA,2007,2007,75,60,42,PERMANENTE
CASANARE,RECETOR,2007,2007,30,30,24,PERMANENTE
CASANARE,AGUAZUL,2007,2007,25,25,18,PERMANENTE
CASANARE,MONTERREY,2007,2007,25,24,17,PERMANENTE
CASANARE,PAZ DE ARIPORO,2007,2007,10,10,6,PERMANENTE
CAUCA,EL TAMBO,2007,2007,6577,6031,7306,PERMANENTE
CAUCA,PIENDAMO,2007,2007,5946,4577,5551,PERMANENTE
CAUCA,CAJIBIO,2007,2007,5774,5229,4679,PERMANENTE
CAUCA,MORALES,2007,2007,5234,3533,4715,PERMANENTE
CAUCA,TIMBIO,2007,2007,3737,3094,4035,PERMANENTE
CAUCA,CALDONO,2007,2007,3350,2477,2050,PERMANENTE
CAUCA,POPAYAN,2007,2007,3214,2182,2488,PERMANENTE
CAUCA,INZA,2007,2007,3142,2462,2358,PERMANENTE
CAUCA,SUAREZ,2007,2007,3133,2141,1700,PERMANENTE
CAUCA,SANTANDER DE QUILICHAO,2007,2007,2963,2167,1796,PERMANENTE
CAUCA,PAEZ,2007,2007,2221,1591,1062,PERMANENTE
CAUCA,BOLIVAR,2007,2007,2207,1532,1094,PERMANENTE
CAUCA,LA VEGA,2007,2007,1982,1353,1156,PERMANENTE
CAUCA,TORIBIO,2007,2007,1786,1216,861,PERMANENTE
CAUCA,CORINTO,2007,2007,1677,1579,1075,PERMANENTE
CAUCA,BALBOA,2007,2007,1477,1011,1036,PERMANENTE
CAUCA,ROSAS,2007,2007,1457,1025,904,PERMANENTE
CAUCA,LA SIERRA,2007,2007,1453,1341,988,PERMANENTE
CAUCA,BUENOS AIRES,2007,2007,1323,1119,963,PERMANENTE
CAUCA,ARGELIA,2007,2007,1300,1097,640,PERMANENTE
CAUCA,CALOTO,2007,2007,1259,1101,711,PERMANENTE
CAUCA,PATIA,2007,2007,1219,1017,825,PERMANENTE
CAUCA,MERCADERES,2007,2007,1131,1043,1042,PERMANENTE
CAUCA,JAMBALO,2007,2007,1037,767,402,PERMANENTE
CAUCA,ALMAGUER,2007,2007,905,737,408,PERMANENTE
CAUCA,SUCRE,2007,2007,899,820,474,PERMANENTE
CAUCA,SOTARA,2007,2007,632,458,449,PERMANENTE
CAUCA,MIRANDA,2007,2007,497,361,227,PERMANENTE
CAUCA,TOTORO,2007,2007,285,244,183,PERMANENTE
CAUCA,PURACE,2007,2007,153,141,129,PERMANENTE
CAUCA,SAN SEBASTIAN,2007,2007,30,25,41,PERMANENTE
CESAR,AGUSTIN CODAZZI,2007,2007,5067,5067,3040,PERMANENTE
CESAR,PUEBLO BELLO,2007,2007,5018,5018,2800,PERMANENTE
CESAR,VALLEDUPAR,2007,2007,4621,4621,2400,PERMANENTE
CESAR,LA PAZ,2007,2007,3264,3264,2000,PERMANENTE
CESAR,LA JAGUA DE IBIRICO,2007,2007,1200,1050,650,PERMANENTE
CESAR,AGUACHICA,2007,2007,960,960,540,PERMANENTE
CESAR,EL COPEY,2007,2007,750,750,400,PERMANENTE
CESAR,MANAURE,2007,2007,530,530,300,PERMANENTE
CESAR,BECERRIL,2007,2007,450,450,280,PERMANENTE
CESAR,CHIRIGUANA,2007,2007,362,362,170,PERMANENTE
CESAR,CURUMANI,2007,2007,325,325,195,PERMANENTE
CESAR,CHIMICHAGUA,2007,2007,263,263,163,PERMANENTE
CESAR,PAILITAS,2007,2007,240,150,113,PERMANENTE
CESAR,GONZALEZ,2007,2007,160,160,104,PERMANENTE
CESAR,LA GLORIA,2007,2007,107,97,58,PERMANENTE
CESAR,RIO DE ORO,2007,2007,36,36,20,PERMANENTE
CESAR,PELAYA,2007,2007,28,28,16,PERMANENTE
CESAR,SAN MARTIN,2007,2007,27,27,22,PERMANENTE
CESAR,SAN ALBERTO,2007,2007,18,14,8,PERMANENTE
CHOCO,CARMEN DEL ATRATO,2007,2007,290,290,206,PERMANENTE
CUNDINAMARCA,VIOTA,2007,2007,5075,4470,3730,PERMANENTE
CUNDINAMARCA,SAN JUAN DE RIOSECO,2007,2007,2997,2720,2018,PERMANENTE
CUNDINAMARCA,EL COLEGIO,2007,2007,2041,1874,1199,PERMANENTE
CUNDINAMARCA,QUIPILE,2007,2007,2020,1884,823,PERMANENTE
CUNDINAMARCA,YACOPI,2007,2007,1981,1770,1831,PERMANENTE
CUNDINAMARCA,LA PALMA,2007,2007,1818,1553,1752,PERMANENTE
CUNDINAMARCA,VERGARA,2007,2007,1366,1124,1254,PERMANENTE
CUNDINAMARCA,CHAGUANI,2007,2007,1353,1217,1118,PERMANENTE
CUNDINAMARCA,LA MESA,2007,2007,1335,1216,782,PERMANENTE
CUNDINAMARCA,CAPARRAPI,2007,2007,1326,1214,1185,PERMANENTE
CUNDINAMARCA,SASAIMA,2007,2007,1299,1139,1276,PERMANENTE
CUNDINAMARCA,TIBACUY,2007,2007,1277,1178,585,PERMANENTE
CUNDINAMARCA,PACHO,2007,2007,1273,1056,1103,PERMANENTE
CUNDINAMARCA,GUADUAS,2007,2007,1268,1091,1068,PERMANENTE
CUNDINAMARCA,GUAYABAL DE SIQUIMA,2007,2007,1239,1161,629,PERMANENTE
CUNDINAMARCA,ANOLAIMA,2007,2007,1228,1137,622,PERMANENTE
CUNDINAMARCA,PULI,2007,2007,1210,1132,709,PERMANENTE
CUNDINAMARCA,SUPATA,2007,2007,1181,950,1170,PERMANENTE
CUNDINAMARCA,VIANI,2007,2007,1148,1042,815,PERMANENTE
CUNDINAMARCA,PAIME,2007,2007,1108,1011,819,PERMANENTE
CUNDINAMARCA,LA VEGA,2007,2007,1096,925,1070,PERMANENTE
CUNDINAMARCA,CACHIPAY,2007,2007,1023,963,762,PERMANENTE
CUNDINAMARCA,TOPAIPI,2007,2007,828,705,735,PERMANENTE
CUNDINAMARCA,NILO,2007,2007,786,741,561,PERMANENTE
CUNDINAMARCA,FUSAGASUGA,2007,2007,757,719,341,PERMANENTE
CUNDINAMARCA,SAN CAYETANO,2007,2007,754,620,745,PERMANENTE
CUNDINAMARCA,ARBELAEZ,2007,2007,697,649,230,PERMANENTE
CUNDINAMARCA,SAN FRANCISCO,2007,2007,646,545,545,PERMANENTE
CUNDINAMARCA,SILVANIA,2007,2007,645,591,363,PERMANENTE
CUNDINAMARCA,EL PEÑON,2007,2007,623,529,581,PERMANENTE
CUNDINAMARCA,VENECIA,2007,2007,617,555,225,PERMANENTE
CUNDINAMARCA,TENA,2007,2007,578,555,259,PERMANENTE
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,2007,2007,553,505,260,PERMANENTE
CUNDINAMARCA,BITUIMA,2007,2007,544,514,264,PERMANENTE
CUNDINAMARCA,PANDI,2007,2007,530,491,205,PERMANENTE
CUNDINAMARCA,ALBAN,2007,2007,509,459,513,PERMANENTE
CUNDINAMARCA,SAN BERNARDO,2007,2007,396,376,176,PERMANENTE
CUNDINAMARCA,TOCAIMA,2007,2007,394,369,168,PERMANENTE
CUNDINAMARCA,VILLAGOMEZ,2007,2007,273,226,166,PERMANENTE
CUNDINAMARCA,LA PEÑA,2007,2007,241,201,183,PERMANENTE
CUNDINAMARCA,ANAPOIMA,2007,2007,237,224,92,PERMANENTE
CUNDINAMARCA,VILLETA,2007,2007,212,190,134,PERMANENTE
CUNDINAMARCA,JERUSALEN,2007,2007,198,186,105,PERMANENTE
CUNDINAMARCA,MEDINA,2007,2007,173,166,97,PERMANENTE
CUNDINAMARCA,GACHETA,2007,2007,161,146,16,PERMANENTE
CUNDINAMARCA,QUETAME,2007,2007,159,99,37,PERMANENTE
CUNDINAMARCA,ZIPACON,2007,2007,132,123,66,PERMANENTE
CUNDINAMARCA,QUEBRADANEGRA,2007,2007,119,106,82,PERMANENTE
CUNDINAMARCA,BELTRAN,2007,2007,116,110,68,PERMANENTE
CUNDINAMARCA,APULO,2007,2007,116,114,50,PERMANENTE
CUNDINAMARCA,MANTA,2007,2007,110,108,11,PERMANENTE
CUNDINAMARCA,MACHETA,2007,2007,80,30,4,PERMANENTE
CUNDINAMARCA,NIMAIMA,2007,2007,66,65,43,PERMANENTE
CUNDINAMARCA,NOCAIMA,2007,2007,59,48,49,PERMANENTE
CUNDINAMARCA,JUNIN,2007,2007,42,35,4,PERMANENTE
CUNDINAMARCA,TIBIRITA,2007,2007,39,11,2,PERMANENTE
CUNDINAMARCA,GAMA,2007,2007,32,20,2,PERMANENTE
CUNDINAMARCA,GUAYABETAL,2007,2007,21,0,0,PERMANENTE
CUNDINAMARCA,FOSCA,2007,2007,20,12,11,PERMANENTE
CUNDINAMARCA,CABRERA,2007,2007,18,15,4,PERMANENTE
CUNDINAMARCA,CAQUEZA,2007,2007,17,5,2,PERMANENTE
CUNDINAMARCA,AGUA DE DIOS,2007,2007,17,17,3,PERMANENTE
CUNDINAMARCA,UBALA,2007,2007,9,6,1,PERMANENTE
CUNDINAMARCA,PASCA,2007,2007,8,6,2,PERMANENTE
CUNDINAMARCA,GACHALA,2007,2007,0,0,0,PERMANENTE
HUILA,PITALITO,2007,2007,11316,10733,16099,PERMANENTE
HUILA,ACEVEDO,2007,2007,8837,8379,12150,PERMANENTE
HUILA,GARZON,2007,2007,7970,7485,10853,PERMANENTE
HUILA,LA PLATA,2007,2007,6069,5555,8333,PERMANENTE
HUILA,GIGANTE,2007,2007,4412,4091,5932,PERMANENTE
HUILA,ALGECIRAS,2007,2007,4152,3848,4618,PERMANENTE
HUILA,SAN AGUSTIN,2007,2007,4090,3898,5652,PERMANENTE
HUILA,TIMANA,2007,2007,3786,3534,5301,PERMANENTE
HUILA,PITAL,2007,2007,3177,2887,4042,PERMANENTE
HUILA,PALESTINA,2007,2007,2942,2788,4043,PERMANENTE
HUILA,NEIVA,2007,2007,2927,2674,3744,PERMANENTE
HUILA,TELLO,2007,2007,2896,2611,3656,PERMANENTE
HUILA,GUADALUPE,2007,2007,2667,2443,3420,PERMANENTE
HUILA,TARQUI,2007,2007,2483,2186,3169,PERMANENTE
HUILA,SANTA MARIA,2007,2007,2467,2298,3333,PERMANENTE
HUILA,SUAZA,2007,2007,2462,2268,3289,PERMANENTE
HUILA,TERUEL,2007,2007,2332,2021,2931,PERMANENTE
HUILA,SALADOBLANCO,2007,2007,2091,2019,2928,PERMANENTE
HUILA,ISNOS,2007,2007,2001,1819,2638,PERMANENTE
HUILA,PALERMO,2007,2007,1945,1782,2673,PERMANENTE
HUILA,OPORAPA,2007,2007,1887,1763,2556,PERMANENTE
HUILA,LA ARGENTINA,2007,2007,1813,1688,2532,PERMANENTE
HUILA,IQUIRA,2007,2007,1420,1288,1610,PERMANENTE
HUILA,COLOMBIA,2007,2007,1325,1261,1765,PERMANENTE
HUILA,CAMPOALEGRE,2007,2007,1325,1179,1651,PERMANENTE
HUILA,NATAGA,2007,2007,1132,1040,1560,PERMANENTE
HUILA,AIPE,2007,2007,1077,1011,1415,PERMANENTE
HUILA,BARAYA,2007,2007,987,948,1232,PERMANENTE
HUILA,HOBO,2007,2007,965,916,1283,PERMANENTE
HUILA,AGRADO,2007,2007,882,799,1119,PERMANENTE
HUILA,PAICOL,2007,2007,864,795,1113,PERMANENTE
HUILA,RIVERA,2007,2007,688,662,959,PERMANENTE
HUILA,ELIAS,2007,2007,547,534,774,PERMANENTE
HUILA,TESALIA,2007,2007,436,403,605,PERMANENTE
HUILA,ALTAMIRA,2007,2007,58,55,77,PERMANENTE
LA GUAJIRA,URUMITA,2007,2007,1705,1540,963,PERMANENTE
LA GUAJIRA,BARRANCAS,2007,2007,719,702,421,PERMANENTE
LA GUAJIRA,VILLANUEVA,2007,2007,617,580,348,PERMANENTE
LA GUAJIRA,DIBULLA,2007,2007,526,501,270,PERMANENTE
LA GUAJIRA,SAN JUAN DEL CESAR,2007,2007,356,335,168,PERMANENTE
LA GUAJIRA,EL MOLINO,2007,2007,355,355,219,PERMANENTE
LA GUAJIRA,FONSECA,2007,2007,307,285,171,PERMANENTE
LA GUAJIRA,RIOHACHA,2007,2007,250,232,132,PERMANENTE
LA GUAJIRA,HATO NUEVO,2007,2007,148,90,171,PERMANENTE
LA GUAJIRA,LA JAGUA DEL PILAR,2007,2007,139,135,81,PERMANENTE
LA GUAJIRA,DISTRACCION,2007,2007,38,30,15,PERMANENTE
MAGDALENA,CIENAGA,2007,2007,9156,9156,7325,PERMANENTE
MAGDALENA,SANTA MARTA,2007,2007,5180,5180,4144,PERMANENTE
MAGDALENA,FUNDACION,2007,2007,2145,2145,1716,PERMANENTE
MAGDALENA,ARACATACA,2007,2007,1055,1025,820,PERMANENTE
META,LEJANIAS,2007,2007,710,660,420,PERMANENTE
META,MESETAS,2007,2007,541,370,200,PERMANENTE
META,SAN LUIS DE CUBARRAL,2007,2007,527,517,672,PERMANENTE
META,EL CASTILLO,2007,2007,248,210,123,PERMANENTE
META,EL DORADO,2007,2007,156,155,85,PERMANENTE
META,SAN JUAN DE ARAMA,2007,2007,127,15,9,PERMANENTE
META,RESTREPO,2007,2007,47,38,42,PERMANENTE
META,BARRANCA DE UPIA,2007,2007,25,25,21,PERMANENTE
META,EL CALVARIO,2007,2007,20,1,1,PERMANENTE
META,CUMARAL,2007,2007,18,18,21,PERMANENTE
META,VILLAVICENCIO,2007,2007,13,5,2,PERMANENTE
META,GUAMAL,2007,2007,10,10,5,PERMANENTE
META,LA URIBE,2007,2007,10,10,7,PERMANENTE
META,SAN JUANITO,2007,2007,7,5,4,PERMANENTE
META,ACACIAS,2007,2007,5,5,4,PERMANENTE
META,PUERTO RICO,2007,2007,3,3,1,PERMANENTE
META,CASTILLA LA NUEVA,2007,2007,1,1,1,PERMANENTE
NARIÑO,LA UNION,2007,2007,4424,3684,7000,PERMANENTE
NARIÑO,SAN LORENZO,2007,2007,2680,1796,2712,PERMANENTE
NARIÑO,COLON,2007,2007,2205,1788,2682,PERMANENTE
NARIÑO,BUESACO,2007,2007,1950,1800,1710,PERMANENTE
NARIÑO,CONSACA,2007,2007,1650,1637,1637,PERMANENTE
NARIÑO,ALBAN,2007,2007,1472,1005,1440,PERMANENTE
NARIÑO,SANDONA,2007,2007,1468,1327,1991,PERMANENTE
NARIÑO,TAMINANGO,2007,2007,1355,1225,1139,PERMANENTE
NARIÑO,SAMANIEGO,2007,2007,1215,1185,1185,PERMANENTE
NARIÑO,LA FLORIDA,2007,2007,1211,1026,1231,PERMANENTE
NARIÑO,ARBOLEDA,2007,2007,1040,1040,1248,PERMANENTE
NARIÑO,LOS ANDES,2007,2007,959,869,873,PERMANENTE
NARIÑO,SAN PABLO,2007,2007,850,850,1445,PERMANENTE
NARIÑO,LINARES,2007,2007,670,640,768,PERMANENTE
NARIÑO,EL TABLON,2007,2007,650,570,622,PERMANENTE
NARIÑO,LEIVA,2007,2007,576,476,571,PERMANENTE
NARIÑO,EL ROSARIO,2007,2007,516,466,326,PERMANENTE
NARIÑO,EL TAMBO,2007,2007,491,461,461,PERMANENTE
NARIÑO,CHACHAGUI,2007,2007,447,427,417,PERMANENTE
NARIÑO,EL PEÑOL,2007,2007,390,380,380,PERMANENTE
NARIÑO,SAN PEDRO DE CARTAGO,2007,2007,385,319,415,PERMANENTE
NARIÑO,ANCUYA,2007,2007,280,255,288,PERMANENTE
NARIÑO,SAN BERNARDO,2007,2007,229,218,188,PERMANENTE
NARIÑO,PASTO,2007,2007,220,180,260,PERMANENTE
NARIÑO,POLICARPA,2007,2007,180,100,70,PERMANENTE
NARIÑO,SANTACRUZ,2007,2007,164,152,182,PERMANENTE
NARIÑO,YACUANQUER,2007,2007,135,127,125,PERMANENTE
NARIÑO,GUAITARILLA,2007,2007,98,91,81,PERMANENTE
NARIÑO,PROVIDENCIA,2007,2007,76,76,69,PERMANENTE
