departamento,municipio,año,periodo,areaSembradaHa,areaCosechadaHa,produccionT,cicloDeCultivo
CUNDINAMARCA,LA MESA,2010,2010,1366,1272,914,PERMANENTE
CUNDINAMARCA,CHAGUANI,2010,2010,1315,1212,1187,PERMANENTE
CUNDINAMARCA,SASAIMA,2010,2010,1306,1133,1284,PERMANENTE
CUNDINAMARCA,PACHO,2010,2010,1296,1151,1215,PERMANENTE
CUNDINAMARCA,ANOLAIMA,2010,2010,1294,1189,730,PERMANENTE
CUNDINAMARCA,TIBACUY,2010,2010,1283,1202,664,PERMANENTE
CUNDINAMARCA,SUPATA,2010,2010,1253,1133,1502,PERMANENTE
CUNDINAMARCA,VIANI,2010,2010,1186,1099,909,PERMANENTE
CUNDINAMARCA,PULI,2010,2010,1178,1095,759,PERMANENTE
CUNDINAMARCA,CAPARRAPI,2010,2010,1163,1044,1070,PERMANENTE
CUNDINAMARCA,PAIME,2010,2010,1129,973,859,PERMANENTE
CUNDINAMARCA,LA VEGA,2010,2010,1112,978,1159,PERMANENTE
CUNDINAMARCA,CACHIPAY,2010,2010,1035,934,789,PERMANENTE
CUNDINAMARCA,FUSAGASUGA,2010,2010,840,746,391,PERMANENTE
CUNDINAMARCA,TOPAIPI,2010,2010,818,687,790,PERMANENTE
CUNDINAMARCA,NILO,2010,2010,773,680,552,PERMANENTE
CUNDINAMARCA,SAN CAYETANO,2010,2010,762,678,841,PERMANENTE
CUNDINAMARCA,ARBELAEZ,2010,2010,678,625,320,PERMANENTE
CUNDINAMARCA,SILVANIA,2010,2010,642,594,430,PERMANENTE
CUNDINAMARCA,EL PEÑON,2010,2010,640,587,640,PERMANENTE
CUNDINAMARCA,SAN FRANCISCO,2010,2010,613,559,635,PERMANENTE
CUNDINAMARCA,VENECIA,2010,2010,607,555,288,PERMANENTE
CUNDINAMARCA,BITUIMA,2010,2010,600,556,289,PERMANENTE
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,2010,2010,577,497,299,PERMANENTE
CUNDINAMARCA,TENA,2010,2010,567,528,259,PERMANENTE
CUNDINAMARCA,ALBAN,2010,2010,514,455,497,PERMANENTE
CUNDINAMARCA,PANDI,2010,2010,512,464,235,PERMANENTE
CUNDINAMARCA,SAN BERNARDO,2010,2010,399,360,217,PERMANENTE
CUNDINAMARCA,TOCAIMA,2010,2010,398,377,192,PERMANENTE
CUNDINAMARCA,VILLAGOMEZ,2010,2010,293,251,205,PERMANENTE
CUNDINAMARCA,LA PEÑA,2010,2010,262,238,231,PERMANENTE
CUNDINAMARCA,GACHETA,2010,2010,261,249,69,PERMANENTE
CUNDINAMARCA,ANAPOIMA,2010,2010,251,244,114,PERMANENTE
CUNDINAMARCA,VILLETA,2010,2010,235,212,179,PERMANENTE
CUNDINAMARCA,QUETAME,2010,2010,233,201,113,PERMANENTE
CUNDINAMARCA,JERUSALEN,2010,2010,233,208,122,PERMANENTE
CUNDINAMARCA,MEDINA,2010,2010,225,175,101,PERMANENTE
CUNDINAMARCA,MANTA,2010,2010,172,141,35,PERMANENTE
CUNDINAMARCA,MACHETA,2010,2010,162,131,117,PERMANENTE
CUNDINAMARCA,ZIPACON,2010,2010,140,128,85,PERMANENTE
CUNDINAMARCA,QUEBRADANEGRA,2010,2010,135,124,106,PERMANENTE
CUNDINAMARCA,APULO,2010,2010,128,122,50,PERMANENTE
CUNDINAMARCA,BELTRAN,2010,2010,122,117,80,PERMANENTE
CUNDINAMARCA,TIBIRITA,2010,2010,104,70,46,PERMANENTE
CUNDINAMARCA,JUNIN,2010,2010,94,68,30,PERMANENTE
CUNDINAMARCA,GUAYABETAL,2010,2010,89,58,61,PERMANENTE
CUNDINAMARCA,NOCAIMA,2010,2010,67,62,65,PERMANENTE
CUNDINAMARCA,UBALA,2010,2010,66,40,32,PERMANENTE
CUNDINAMARCA,GAMA,2010,2010,57,45,24,PERMANENTE
CUNDINAMARCA,FOMEQUE,2010,2010,52,25,5,PERMANENTE
CUNDINAMARCA,NIMAIMA,2010,2010,48,44,32,PERMANENTE
CUNDINAMARCA,CAQUEZA,2010,2010,44,22,26,PERMANENTE
CUNDINAMARCA,GUTIERREZ,2010,2010,41,13,5,PERMANENTE
CUNDINAMARCA,GACHALA,2010,2010,35,7,4,PERMANENTE
CUNDINAMARCA,CABRERA,2010,2010,31,18,7,PERMANENTE
CUNDINAMARCA,UBAQUE,2010,2010,29,5,5,PERMANENTE
CUNDINAMARCA,FOSCA,2010,2010,23,22,16,PERMANENTE
CUNDINAMARCA,PASCA,2010,2010,17,14,12,PERMANENTE
CUNDINAMARCA,CHOACHI,2010,2010,12,1,3,PERMANENTE
CUNDINAMARCA,AGUA DE DIOS,2010,2010,7,7,1,PERMANENTE
HUILA,PITALITO,2010,2010,14945,11226,13471,PERMANENTE
HUILA,ACEVEDO,2010,2010,11404,8706,10448,PERMANENTE
HUILA,GARZON,2010,2010,8510,6108,7330,PERMANENTE
HUILA,LA PLATA,2010,2010,7830,5714,6857,PERMANENTE
HUILA,ALGECIRAS,2010,2010,5033,3854,4548,PERMANENTE
HUILA,GIGANTE,2010,2010,4816,3546,4326,PERMANENTE
HUILA,SAN AGUSTIN,2010,2010,4753,3809,4571,PERMANENTE
HUILA,TIMANA,2010,2010,4391,3047,3596,PERMANENTE
HUILA,PITAL,2010,2010,4054,2777,3360,PERMANENTE
HUILA,SUAZA,2010,2010,3939,3013,3616,PERMANENTE
HUILA,PALESTINA,2010,2010,3740,2702,3242,PERMANENTE
HUILA,GUADALUPE,2010,2010,3595,2555,3065,PERMANENTE
HUILA,TARQUI,2010,2010,3504,2424,2908,PERMANENTE
HUILA,NEIVA,2010,2010,3219,2543,3001,PERMANENTE
HUILA,TELLO,2010,2010,3061,2298,2758,PERMANENTE
HUILA,SANTA MARIA,2010,2010,2798,2119,2543,PERMANENTE
HUILA,SALADOBLANCO,2010,2010,2767,2083,2500,PERMANENTE
HUILA,ISNOS,2010,2010,2753,2066,2479,PERMANENTE
HUILA,TERUEL,2010,2010,2499,1905,2382,PERMANENTE
HUILA,OPORAPA,2010,2010,2353,1769,2106,PERMANENTE
HUILA,PALERMO,2010,2010,2167,1621,1945,PERMANENTE
HUILA,LA ARGENTINA,2010,2010,2045,1471,1766,PERMANENTE
HUILA,IQUIRA,2010,2010,1890,1408,1689,PERMANENTE
HUILA,NATAGA,2010,2010,1585,1093,1300,PERMANENTE
HUILA,CAMPOALEGRE,2010,2010,1541,1109,1330,PERMANENTE
HUILA,COLOMBIA,2010,2010,1452,1138,1366,PERMANENTE
HUILA,PAICOL,2010,2010,1204,888,1021,PERMANENTE
HUILA,AGRADO,2010,2010,977,792,935,PERMANENTE
HUILA,AIPE,2010,2010,897,668,795,PERMANENTE
HUILA,HOBO,2010,2010,891,655,773,PERMANENTE
HUILA,BARAYA,2010,2010,774,616,727,PERMANENTE
HUILA,RIVERA,2010,2010,723,570,570,PERMANENTE
HUILA,ELIAS,2010,2010,572,422,506,PERMANENTE
HUILA,TESALIA,2010,2010,479,377,452,PERMANENTE
HUILA,ALTAMIRA,2010,2010,62,48,57,PERMANENTE
LA GUAJIRA,URUMITA,2010,2010,1341,1060,636,PERMANENTE
LA GUAJIRA,VILLANUEVA,2010,2010,897,534,320,PERMANENTE
LA GUAJIRA,BARRANCAS,2010,2010,660,430,258,PERMANENTE
LA GUAJIRA,LA JAGUA DEL PILAR,2010,2010,653,314,157,PERMANENTE
LA GUAJIRA,RIOHACHA,2010,2010,561,480,240,PERMANENTE
LA GUAJIRA,EL MOLINO,2010,2010,420,240,144,PERMANENTE
LA GUAJIRA,SAN JUAN DEL CESAR,2010,2010,395,395,198,PERMANENTE
LA GUAJIRA,DIBULLA,2010,2010,361,325,165,PERMANENTE
LA GUAJIRA,HATO NUEVO,2010,2010,352,128,64,PERMANENTE
LA GUAJIRA,FONSECA,2010,2010,336,301,211,PERMANENTE
MAGDALENA,CIENAGA,2010,2010,10918,9656,7725,PERMANENTE
MAGDALENA,SANTA MARTA,2010,2010,4662,4144,3315,PERMANENTE
MAGDALENA,FUNDACION,2010,2010,2145,2145,1716,PERMANENTE
MAGDALENA,ARACATACA,2010,2010,1055,1055,844,PERMANENTE
META,LEJANIAS,2010,2010,815,730,876,PERMANENTE
META,SAN LUIS DE CUBARRAL,2010,2010,720,517,750,PERMANENTE
META,MESETAS,2010,2010,600,541,271,PERMANENTE
META,EL CASTILLO,2010,2010,202,196,118,PERMANENTE
META,EL DORADO,2010,2010,153,95,57,PERMANENTE
META,SAN JUAN DE ARAMA,2010,2010,104,90,30,PERMANENTE
META,VILLAVICENCIO,2010,2010,95,20,26,PERMANENTE
META,LA URIBE,2010,2010,90,45,32,PERMANENTE
META,RESTREPO,2010,2010,48,48,24,PERMANENTE
META,ACACIAS,2010,2010,25,5,7,PERMANENTE
META,EL CALVARIO,2010,2010,20,4,4,PERMANENTE
META,CUMARAL,2010,2010,19,18,18,PERMANENTE
META,BARRANCA DE UPIA,2010,2010,10,5,4,PERMANENTE
META,GUAMAL,2010,2010,8,4,2,PERMANENTE
META,PUERTO RICO,2010,2010,5,5,3,PERMANENTE
META,SAN JUANITO,2010,2010,5,2,1,PERMANENTE
META,CASTILLA LA NUEVA,2010,2010,1,1,1,PERMANENTE
NARIÑO,LA UNION,2010,2010,3554,2814,3377,PERMANENTE
NARIÑO,COLON,2010,2010,3412,2357,2318,PERMANENTE
NARIÑO,SAN LORENZO,2010,2010,3080,1580,1738,PERMANENTE
NARIÑO,BUESACO,2010,2010,2420,1940,1940,PERMANENTE
NARIÑO,CONSACA,2010,2010,1799,819,737,PERMANENTE
NARIÑO,SAMANIEGO,2010,2010,1737,1215,851,PERMANENTE
NARIÑO,ALBAN,2010,2010,1515,1250,1875,PERMANENTE
NARIÑO,SANDONA,2010,2010,1489,1132,1358,PERMANENTE
NARIÑO,ARBOLEDA,2010,2010,1460,1140,798,PERMANENTE
NARIÑO,EL ROSARIO,2010,2010,1362,972,875,PERMANENTE
NARIÑO,LA FLORIDA,2010,2010,1239,1039,1247,PERMANENTE
NARIÑO,TAMINANGO,2010,2010,990,580,1044,PERMANENTE
NARIÑO,SAN PABLO,2010,2010,900,590,708,PERMANENTE
NARIÑO,EL TABLON,2010,2010,845,760,760,PERMANENTE
NARIÑO,LINARES,2010,2010,755,670,651,PERMANENTE
NARIÑO,LOS ANDES,2010,2010,724,604,302,PERMANENTE
NARIÑO,LEIVA,2010,2010,637,587,704,PERMANENTE
NARIÑO,EL TAMBO,2010,2010,601,571,343,PERMANENTE
NARIÑO,EL PEÑOL,2010,2010,510,440,460,PERMANENTE
NARIÑO,CHACHAGUI,2010,2010,477,427,427,PERMANENTE
NARIÑO,POLICARPA,2010,2010,360,190,84,PERMANENTE
NARIÑO,SAN PEDRO DE CARTAGO,2010,2010,353,313,313,PERMANENTE
NARIÑO,PASTO,2010,2010,234,219,329,PERMANENTE
NARIÑO,ANCUYA,2010,2010,213,178,213,PERMANENTE
NARIÑO,CUMBITARA,2010,2010,180,140,126,PERMANENTE
NARIÑO,SANTACRUZ,2010,2010,159,151,227,PERMANENTE
NARIÑO,YACUANQUER,2010,2010,151,131,157,PERMANENTE
NARIÑO,GUAITARILLA,2010,2010,146,135,83,PERMANENTE
NARIÑO,SAN BERNARDO,2010,2010,141,105,95,PERMANENTE
NARIÑO,LA CRUZ,2010,2010,89,84,67,PERMANENTE
NARIÑO,FUNES,2010,2010,78,64,83,PERMANENTE
NARIÑO,LA LLANADA,2010,2010,68,64,64,PERMANENTE
NARIÑO,MALLAMA,2010,2010,66,59,59,PERMANENTE
NARIÑO,TANGUA,2010,2010,51,37,34,PERMANENTE
NARIÑO,NARIÑO,2010,2010,44,42,38,PERMANENTE
NARIÑO,BELEN,2010,2010,41,29,37,PERMANENTE
NARIÑO,PROVIDENCIA,2010,2010,35,30,24,PERMANENTE
NARIÑO,IPIALES,2010,2010,23,18,23,PERMANENTE
NARIÑO,IMUES,2010,2010,20,18,19,PERMANENTE
NARIÑO,CUMBAL,2010,2010,9,9,6,PERMANENTE
NARIÑO,RICAURTE,2010,2010,4,3,2,PERMANENTE
NORTE DE SANTANDER,CONVENCION,2010,2010,2990,2607,2991,PERMANENTE
NORTE DE SANTANDER,SALAZAR,2010,2010,2492,2307,1176,PERMANENTE
NORTE DE SANTANDER,SARDINATA,2010,2010,2258,2108,1398,PERMANENTE
NORTE DE SANTANDER,ARBOLEDAS,2010,2010,2170,1991,1001,PERMANENTE
NORTE DE SANTANDER,SAN CALIXTO,2010,2010,2044,1772,1917,PERMANENTE
NORTE DE SANTANDER,EL CARMEN,2010,2010,1966,1669,1483,PERMANENTE
NORTE DE SANTANDER,TOLEDO,2010,2010,1807,1629,861,PERMANENTE
NORTE DE SANTANDER,CUCUTILLA,2010,2010,1668,1508,1065,PERMANENTE
NORTE DE SANTANDER,DURANIA,2010,2010,1563,1530,848,PERMANENTE
NORTE DE SANTANDER,LOURDES,2010,2010,1521,1380,790,PERMANENTE
NORTE DE SANTANDER,GRAMALOTE,2010,2010,1367,1263,643,PERMANENTE
NORTE DE SANTANDER,HACARI,2010,2010,1275,1153,1064,PERMANENTE
NORTE DE SANTANDER,LABATECA,2010,2010,1106,1002,621,PERMANENTE
NORTE DE SANTANDER,BUCARASICA,2010,2010,1024,946,774,PERMANENTE
NORTE DE SANTANDER,CACHIRA,2010,2010,1008,885,783,PERMANENTE
NORTE DE SANTANDER,TEORAMA,2010,2010,919,857,773,PERMANENTE
NORTE DE SANTANDER,EL ZULIA,2010,2010,840,752,798,PERMANENTE
NORTE DE SANTANDER,BOCHALEMA,2010,2010,780,733,353,PERMANENTE
NORTE DE SANTANDER,OCAÑA,2010,2010,719,541,468,PERMANENTE
NORTE DE SANTANDER,CHINACOTA,2010,2010,696,653,425,PERMANENTE
NORTE DE SANTANDER,ABREGO,2010,2010,614,539,382,PERMANENTE
NORTE DE SANTANDER,PAMPLONITA,2010,2010,478,461,223,PERMANENTE
NORTE DE SANTANDER,SANTIAGO,2010,2010,469,443,140,PERMANENTE
NORTE DE SANTANDER,VILLA CARO,2010,2010,393,350,203,PERMANENTE
NORTE DE SANTANDER,RAGONVALIA,2010,2010,392,368,233,PERMANENTE
NORTE DE SANTANDER,LOS PATIOS,2010,2010,225,211,133,PERMANENTE
NORTE DE SANTANDER,VILLA DEL ROSARIO,2010,2010,191,188,72,PERMANENTE
NORTE DE SANTANDER,SAN CAYETANO,2010,2010,178,176,56,PERMANENTE
NORTE DE SANTANDER,LA PLAYA,2010,2010,171,145,110,PERMANENTE
NORTE DE SANTANDER,HERRAN,2010,2010,145,127,95,PERMANENTE
NORTE DE SANTANDER,LA ESPERANZA,2010,2010,126,111,47,PERMANENTE
NORTE DE SANTANDER,CHITAGA,2010,2010,122,79,32,PERMANENTE
NORTE DE SANTANDER,EL TARRA,2010,2010,92,92,65,PERMANENTE
NORTE DE SANTANDER,CUCUTA,2010,2010,71,71,37,PERMANENTE
NORTE DE SANTANDER,TIBU,2010,2010,55,55,40,PERMANENTE
NORTE DE SANTANDER,PAMPLONA,2010,2010,34,30,12,PERMANENTE
PUTUMAYO,MOCOA,2010,2010,33,21,23,PERMANENTE
PUTUMAYO,PUERTO CAICEDO,2010,2010,8,3,3,PERMANENTE
QUINDIO,CALARCA,2010,2010,4509,3624,3825,PERMANENTE
QUINDIO,QUIMBAYA,2010,2010,3437,2690,3472,PERMANENTE
QUINDIO,PIJAO,2010,2010,2500,2173,2270,PERMANENTE
QUINDIO,FILANDIA,2010,2010,2180,1745,2077,PERMANENTE
QUINDIO,CIRCASIA,2010,2010,2130,1752,2176,PERMANENTE
QUINDIO,ARMENIA,2010,2010,2002,1541,1988,PERMANENTE
QUINDIO,CORDOBA,2010,2010,1444,1168,1190,PERMANENTE
QUINDIO,BUENAVISTA,2010,2010,1083,940,1202,PERMANENTE
QUINDIO,MONTENEGRO,2010,2010,1059,834,1192,PERMANENTE
QUINDIO,GENOVA,2010,2010,993,787,732,PERMANENTE
QUINDIO,SALENTO,2010,2010,644,566,448,PERMANENTE
QUINDIO,LA TEBAIDA,2010,2010,459,339,493,PERMANENTE
RISARALDA,BELEN DE UMBRIA,2010,2010,7839,6875,11318,PERMANENTE
RISARALDA,PEREIRA,2010,2010,6487,6137,11394,PERMANENTE
RISARALDA,SANTUARIO,2010,2010,6329,5343,9083,PERMANENTE
RISARALDA,SANTA ROSA DE CABAL,2010,2010,5852,5852,8909,PERMANENTE
RISARALDA,MARSELLA,2010,2010,4898,4206,6057,PERMANENTE
RISARALDA,APIA,2010,2010,4851,4236,6227,PERMANENTE
RISARALDA,QUINCHIA,2010,2010,4064,3410,5064,PERMANENTE
RISARALDA,LA CELIA,2010,2010,3684,3433,4067,PERMANENTE
RISARALDA,BALBOA,2010,2010,2486,2220,2608,PERMANENTE
RISARALDA,GUATICA,2010,2010,2447,2185,2900,PERMANENTE
RISARALDA,DOS QUEBRADAS,2010,2010,1743,1624,2105,PERMANENTE
RISARALDA,MISTRATO,2010,2010,1551,1266,1798,PERMANENTE
RISARALDA,PUEBLO RICO,2010,2010,601,474,480,PERMANENTE
RISARALDA,LA VIRGINIA,2010,2010,65,47,81,PERMANENTE
SANTANDER,SAN VICENTE DE CHUCURI,2010,2010,3260,3260,1956,PERMANENTE
SANTANDER,SOCORRO,2010,2010,2855,2655,2663,PERMANENTE
SANTANDER,SAN GIL,2010,2010,1879,1832,1157,PERMANENTE
SANTANDER,RIONEGRO,2010,2010,1665,1665,738,PERMANENTE
SANTANDER,VALLE DE SAN JOSE,2010,2010,1327,450,675,PERMANENTE
SANTANDER,MATANZA,2010,2010,1310,1260,817,PERMANENTE
SANTANDER,GUADALUPE,2010,2010,1299,1296,934,PERMANENTE
SANTANDER,PINCHOTE,2010,2010,1298,1287,1048,PERMANENTE
SANTANDER,PARAMO,2010,2010,1288,1152,1027,PERMANENTE
SANTANDER,COROMORO,2010,2010,1266,1230,1475,PERMANENTE
SANTANDER,PUENTE NACIONAL,2010,2010,1260,1260,504,PERMANENTE
SANTANDER,ARATOCA,2010,2010,1244,1125,1374,PERMANENTE
SANTANDER,OIBA,2010,2010,1166,1166,855,PERMANENTE
SANTANDER,SUAITA,2010,2010,1161,1161,813,PERMANENTE
SANTANDER,EL CARMEN DE CHUCURI,2010,2010,1136,1089,614,PERMANENTE
SANTANDER,CURITI,2010,2010,1004,918,658,PERMANENTE
SANTANDER,CHARALA,2010,2010,918,858,748,PERMANENTE
SANTANDER,CHIMA,2010,2010,849,833,417,PERMANENTE
SANTANDER,OCAMONTE,2010,2010,819,771,694,PERMANENTE
SANTANDER,SAN ANDRES,2010,2010,796,780,312,PERMANENTE
SANTANDER,EL PLAYON,2010,2010,754,728,305,PERMANENTE
SANTANDER,ZAPATOCA,2010,2010,754,732,488,PERMANENTE
SANTANDER,CONFINES,2010,2010,722,644,450,PERMANENTE
SANTANDER,GALAN,2010,2010,676,635,331,PERMANENTE
SANTANDER,BARBOSA,2010,2010,592,577,703,PERMANENTE
SANTANDER,GUAVATA,2010,2010,582,549,210,PERMANENTE
SANTANDER,SIMACOTA,2010,2010,581,525,316,PERMANENTE
SANTANDER,FLORIDABLANCA,2010,2010,569,538,374,PERMANENTE
SANTANDER,MOGOTES,2010,2010,567,516,452,PERMANENTE
SANTANDER,BUCARAMANGA,2010,2010,554,554,272,PERMANENTE
SANTANDER,BETULIA,2010,2010,548,521,355,PERMANENTE
SANTANDER,BARICHARA,2010,2010,524,499,291,PERMANENTE
SANTANDER,ALBANIA,2010,2010,479,469,177,PERMANENTE
SANTANDER,FLORIAN,2010,2010,478,390,195,PERMANENTE
SANTANDER,TONA,2010,2010,434,432,214,PERMANENTE
SANTANDER,PIEDECUESTA,2010,2010,428,414,213,PERMANENTE
SANTANDER,JESUS MARIA,2010,2010,409,395,154,PERMANENTE
SANTANDER,HATO,2010,2010,397,378,264,PERMANENTE
SANTANDER,PALMAS DEL SOCORRO,2010,2010,386,342,283,PERMANENTE
SANTANDER,GUAPOTA,2010,2010,300,300,210,PERMANENTE
SANTANDER,CONTRATACION,2010,2010,294,290,174,PERMANENTE
SANTANDER,LOS SANTOS,2010,2010,275,252,78,PERMANENTE
SANTANDER,VELEZ,2010,2010,270,270,115,PERMANENTE
SANTANDER,GIRON,2010,2010,234,234,69,PERMANENTE
SANTANDER,SUCRE,2010,2010,191,172,69,PERMANENTE
SANTANDER,LA BELLEZA,2010,2010,186,162,59,PERMANENTE
SANTANDER,SAN BENITO,2010,2010,180,180,108,PERMANENTE
SANTANDER,LEBRIJA,2010,2010,166,160,32,PERMANENTE
SANTANDER,ENCINO,2010,2010,147,73,73,PERMANENTE
SANTANDER,SURATA,2010,2010,144,144,73,PERMANENTE
SANTANDER,GUEPSA,2010,2010,107,107,107,PERMANENTE
SANTANDER,BOLIVAR,2010,2010,106,87,26,PERMANENTE
SANTANDER,SANTA BARBARA,2010,2010,101,92,27,PERMANENTE
SANTANDER,CHARTA,2010,2010,97,66,33,PERMANENTE
SANTANDER,EL GUACAMAYO,2010,2010,73,62,31,PERMANENTE
SANTANDER,CHIPATA,2010,2010,68,57,24,PERMANENTE
SANTANDER,AGUADA,2010,2010,68,59,19,PERMANENTE
SANTANDER,JORDAN,2010,2010,65,54,54,PERMANENTE
SANTANDER,GAMBITA,2010,2010,63,53,32,PERMANENTE
SANTANDER,GUACA,2010,2010,60,60,30,PERMANENTE
SANTANDER,VILLANUEVA,2010,2010,49,41,22,PERMANENTE
SANTANDER,LA PAZ,2010,2010,39,23,24,PERMANENTE
SANTANDER,SAN MIGUEL,2010,2010,35,30,38,PERMANENTE
SANTANDER,ONZAGA,2010,2010,28,27,24,PERMANENTE
SANTANDER,SAN JOSE DE MIRANDA,2010,2010,18,18,4,PERMANENTE
SANTANDER,SAN JOAQUIN,2010,2010,15,13,4,PERMANENTE
SANTANDER,LANDAZURI,2010,2010,12,12,4,PERMANENTE
SANTANDER,MOLAGAVITA,2010,2010,11,9,3,PERMANENTE
SANTANDER,ENCISO,2010,2010,10,9,3,PERMANENTE
SANTANDER,CABRERA,2010,2010,4,2,1,PERMANENTE
SANTANDER,CEPITA,2010,2010,2,1,2,PERMANENTE
TOLIMA,PLANADAS,2010,2010,9018,8146,9775,PERMANENTE
TOLIMA,LIBANO,2010,2010,8811,4000,3600,PERMANENTE
TOLIMA,IBAGUE,2010,2010,8234,7323,9300,PERMANENTE
TOLIMA,ATACO,2010,2010,7220,6900,9765,PERMANENTE
TOLIMA,CHAPARRAL,2010,2010,7063,6100,6215,PERMANENTE
TOLIMA,FRESNO,2010,2010,7014,6500,4550,PERMANENTE
TOLIMA,ROVIRA,2010,2010,6266,5350,6218,PERMANENTE
TOLIMA,RIOBLANCO,2010,2010,4793,3501,4563,PERMANENTE
TOLIMA,ORTEGA,2010,2010,4379,3220,3050,PERMANENTE
TOLIMA,VILLAHERMOSA,2010,2010,3611,3100,3850,PERMANENTE
TOLIMA,ANZOATEGUI,2010,2010,3398,2946,2858,PERMANENTE
TOLIMA,DOLORES,2010,2010,3298,3243,3300,PERMANENTE
TOLIMA,SAN ANTONIO,2010,2010,3289,2836,2467,PERMANENTE
TOLIMA,VILLARRICA,2010,2010,2723,1923,2900,PERMANENTE
TOLIMA,ICONONZO,2010,2010,2584,1961,2672,PERMANENTE
TOLIMA,CUNDAY,2010,2010,2454,2035,2156,PERMANENTE
TOLIMA,PALOCABILDO,2010,2010,2242,1020,1224,PERMANENTE
TOLIMA,ALPUJARRA,2010,2010,1974,1793,2150,PERMANENTE
TOLIMA,CASABIANCA,2010,2010,1854,1712,1883,PERMANENTE
TOLIMA,HERVEO,2010,2010,1491,1400,1350,PERMANENTE
TOLIMA,FALAN,2010,2010,1289,706,847,PERMANENTE
TOLIMA,CAJAMARCA,2010,2010,1255,1200,950,PERMANENTE
TOLIMA,PRADO,2010,2010,1238,1126,1572,PERMANENTE
TOLIMA,VENADILLO,2010,2010,1134,1052,842,PERMANENTE
TOLIMA,VALLE DE SAN JUAN,2010,2010,1083,1075,1516,PERMANENTE
TOLIMA,SANTA ISABEL,2010,2010,1070,897,897,PERMANENTE
TOLIMA,ALVARADO,2010,2010,925,860,946,PERMANENTE
TOLIMA,MARIQUITA,2010,2010,694,510,476,PERMANENTE
TOLIMA,LERIDA,2010,2010,634,467,605,PERMANENTE
TOLIMA,PURIFICACION,2010,2010,456,395,488,PERMANENTE
TOLIMA,MELGAR,2010,2010,382,367,229,PERMANENTE
TOLIMA,RONCESVALLES,2010,2010,304,200,210,PERMANENTE
TOLIMA,ARMERO (GUAYABAL),2010,2010,294,294,294,PERMANENTE
TOLIMA,SAN LUIS,2010,2010,214,214,257,PERMANENTE
TOLIMA,NATAGAIMA,2010,2010,120,104,83,PERMANENTE
TOLIMA,COYAIMA,2010,2010,88,79,63,PERMANENTE
TOLIMA,MURILLO,2010,2010,72,69,69,PERMANENTE
TOLIMA,SUAREZ,2010,2010,43,35,40,PERMANENTE
VALLE DEL CAUCA,SEVILLA,2010,2010,7873,7811,10154,PERMANENTE
VALLE DEL CAUCA,EL AGUILA,2010,2010,6176,4570,6452,PERMANENTE
VALLE DEL CAUCA,ANSERMANUEVO,2010,2010,5879,5366,3756,PERMANENTE
VALLE DEL CAUCA,CAICEDONIA,2010,2010,5609,4854,6067,PERMANENTE
VALLE DEL CAUCA,TRUJILLO,2010,2010,4980,4850,4198,PERMANENTE
VALLE DEL CAUCA,EL CAIRO,2010,2010,4316,4258,5536,PERMANENTE
VALLE DEL CAUCA,TULUA,2010,2010,3916,3916,5091,PERMANENTE
VALLE DEL CAUCA,RIOFRIO,2010,2010,3893,3870,3297,PERMANENTE
VALLE DEL CAUCA,ARGELIA,2010,2010,3269,2103,2103,PERMANENTE
VALLE DEL CAUCA,BUGALAGRANDE,2010,2010,2239,2219,2219,PERMANENTE
VALLE DEL CAUCA,TORO,2010,2010,1933,1873,1723,PERMANENTE
VALLE DEL CAUCA,BOLIVAR,2010,2010,1900,1652,1420,PERMANENTE
VALLE DEL CAUCA,YOTOCO,2010,2010,1748,1659,1422,PERMANENTE
VALLE DEL CAUCA,VERSALLES,2010,2010,1678,1677,839,PERMANENTE
VALLE DEL CAUCA,OBANDO,2010,2010,1600,1400,690,PERMANENTE
VALLE DEL CAUCA,JAMUNDI,2010,2010,1598,1577,1341,PERMANENTE
VALLE DEL CAUCA,ALCALA,2010,2010,1596,1567,1097,PERMANENTE
VALLE DEL CAUCA,DAGUA,2010,2010,1558,1531,1225,PERMANENTE
VALLE DEL CAUCA,RESTREPO,2010,2010,1237,1200,1296,PERMANENTE
VALLE DEL CAUCA,EL DOVIO,2010,2010,999,783,861,PERMANENTE
VALLE DEL CAUCA,ROLDANILLO,2010,2010,946,790,632,PERMANENTE
VALLE DEL CAUCA,ULLOA,2010,2010,940,825,1031,PERMANENTE
VALLE DEL CAUCA,GINEBRA,2010,2010,918,880,581,PERMANENTE
VALLE DEL CAUCA,FLORIDA,2010,2010,891,885,310,PERMANENTE
VALLE DEL CAUCA,LA CUMBRE,2010,2010,873,748,748,PERMANENTE
VALLE DEL CAUCA,VIJES,2010,2010,777,722,707,PERMANENTE
VALLE DEL CAUCA,LA VICTORIA,2010,2010,766,746,900,PERMANENTE
VALLE DEL CAUCA,LA UNION,2010,2010,758,734,587,PERMANENTE
VALLE DEL CAUCA,CALI,2010,2010,660,424,212,PERMANENTE
VALLE DEL CAUCA,CALIMA EL DARIEN,2010,2010,624,597,328,PERMANENTE
VALLE DEL CAUCA,BUGA,2010,2010,588,493,592,PERMANENTE
VALLE DEL CAUCA,GUACARI,2010,2010,583,549,494,PERMANENTE
VALLE DEL CAUCA,CARTAGO,2010,2010,494,458,174,PERMANENTE
VALLE DEL CAUCA,SAN PEDRO,2010,2010,423,418,334,PERMANENTE
